,FEATURE_1,FEATURE_2,FEATURE_3,FEATURE_4,FEATURE_5,FEATURE_6,FEATURE_7,FEATURE_8,FEATURE_9,FEATURE_10,FEATURE_11,FEATURE_12,FEATURE_13,FEATURE_14,FEATURE_15,FEATURE_16,FEATURE_17,FEATURE_18,FEATURE_19,FEATURE_20,FEATURE_21,FEATURE_22,FEATURE_23,FEATURE_24,FEATURE_25,FEATURE_26,FEATURE_27,FEATURE_28,FEATURE_29,FEATURE_30,FEATURE_31,FEATURE_32,MEAN,VARIANCE,PERSON
121,23550,81259,86236,30810,52886,47586,66755,104123,66875,30582,70052,89011,31880,91243,113468,30889,23550,81259,86236,30810,52886,47586,66755,104123,66875,30582,70052,89011,31880,91243,113468,30889,39,7,23
122,32643,90904,93121,27749,86227,45832,47307,101076,84059,47075,57664,87939,34800,75771,82568,34483,32643,90904,93121,27749,86227,45832,47307,101076,84059,47075,57664,87939,34800,75771,82568,34483,40,7,23
123,30767,101593,101777,35471,99204,45799,50254,80189,100219,34810,57841,89120,35463,101653,97231,28280,30767,101593,101777,35471,99204,45799,50254,80189,100219,34810,57841,89120,35463,101653,97231,28280,42,7,23
124,32593,98299,93667,38821,101409,49249,37312,102627,104812,52809,37902,108045,38161,97885,94560,36882,32593,98299,93667,38821,101409,49249,37312,102627,104812,52809,37902,108045,38161,97885,94560,36882,43,7,23
125,34330,90148,86977,36445,85099,60353,51791,86882,89429,46475,49704,76578,27101,84705,72230,16661,34330,90148,86977,36445,85099,60353,51791,86882,89429,46475,49704,76578,27101,84705,72230,16661,38,7,23
126,34316,105872,105518,37343,102618,58777,35565,95043,100522,43845,40677,104313,37944,94750,95854,33653,34316,105872,105518,37343,102618,58777,35565,95043,100522,43845,40677,104313,37944,94750,95854,33653,44,7,23
127,35133,96949,98591,27067,69004,73991,43949,75966,52298,64034,44258,79276,15734,86062,102502,37936,35133,96949,98591,27067,69004,73991,43949,75966,52298,64034,44258,79276,15734,86062,102502,37936,39,7,23
128,40740,78071,83659,29024,88991,47491,45028,76328,60477,43073,55214,67890,15863,72371,81234,17527,40740,78071,83659,29024,88991,47491,45028,76328,60477,43073,55214,67890,15863,72371,81234,17527,35,7,24
129,31991,79979,78499,22080,86250,43338,54694,75075,59911,31707,37888,99315,24646,66739,89100,25377,31991,79979,78499,22080,86250,43338,54694,75075,59911,31707,37888,99315,24646,66739,89100,25377,35,7,24
130,23795,73926,73392,31036,91832,61799,49944,68434,75394,45492,42379,102770,27827,81603,91919,32686,23795,73926,73392,31036,91832,61799,49944,68434,75394,45492,42379,102770,27827,81603,91919,32686,38,7,24
131,26844,95767,83831,17769,85108,53814,41800,80554,85610,59544,63661,88825,33941,84384,79028,42649,26844,95767,83831,17769,85108,53814,41800,80554,85610,59544,63661,88825,33941,84384,79028,42649,39,7,24
132,32023,82825,88395,25283,106007,45369,60701,70595,90162,61766,46227,103854,21468,69688,83359,35715,32023,82825,88395,25283,106007,45369,60701,70595,90162,61766,46227,103854,21468,69688,83359,35715,39,7,24
133,38239,91194,82041,22612,97842,53483,54516,101956,72965,43505,65272,94404,25938,88709,79255,23505,38239,91194,82041,22612,97842,53483,54516,101956,72965,43505,65272,94404,25938,88709,79255,23505,40,7,24
134,24470,97195,85559,36670,100753,51906,45814,90061,77031,48473,47349,83914,23303,81336,73209,23793,24470,97195,85559,36670,100753,51906,45814,90061,77031,48473,47349,83914,23303,81336,73209,23793,38,7,24
135,29865,108047,92223,36163,117545,54820,53600,81024,73751,33157,39772,89611,27009,82768,66712,23072,29865,108047,92223,36163,117545,54820,53600,81024,73751,33157,39772,89611,27009,82768,66712,23072,39,7,24
136,40304,100844,75525,19122,110969,55431,53192,102316,93265,36997,66395,90610,33071,89277,83442,40312,40304,100844,75525,19122,110969,55431,53192,102316,93265,36997,66395,90610,33071,89277,83442,40312,42,7,24
137,24538,68408,71411,22225,80701,45787,60482,104839,58499,51323,57535,77449,28559,85507,80675,18095,24538,68408,71411,22225,80701,45787,60482,104839,58499,51323,57535,77449,28559,85507,80675,18095,36,7,24
138,26060,87628,102642,26172,69598,49705,48228,84626,78032,53609,46791,81091,28225,71334,61787,28460,26060,87628,102642,26172,69598,49705,48228,84626,78032,53609,46791,81091,28225,71334,61787,28460,36,7,25
139,17311,53540,84363,22890,63550,43337,35066,77326,60986,31213,36016,84339,37181,73030,77436,18098,17311,53540,84363,22890,63550,43337,35066,77326,60986,31213,36016,84339,37181,73030,77436,18098,31,6,25
140,24487,75616,85444,38880,73428,44693,49817,71162,72607,36381,53088,75485,33383,70716,77048,17833,24487,75616,85444,38880,73428,44693,49817,71162,72607,36381,53088,75485,33383,70716,77048,17833,35,7,25
141,22485,69328,82594,36106,78482,49562,44310,83735,72768,39603,46312,92812,21044,86902,85700,27698,22485,69328,82594,36106,78482,49562,44310,83735,72768,39603,46312,92812,21044,86902,85700,27698,36,7,25
142,28056,76775,96293,34359,74042,47717,60424,67838,73692,30062,56631,79584,27353,81872,68019,16843,28056,76775,96293,34359,74042,47717,60424,67838,73692,30062,56631,79584,27353,81872,68019,16843,35,7,25
143,22501,67469,88411,29706,92852,52941,43410,76317,93708,34861,45761,88718,32856,83645,85001,35427,22501,67469,88411,29706,92852,52941,43410,76317,93708,34861,45761,88718,32856,83645,85001,35427,38,7,25
144,28618,68721,76790,32491,93134,37808,72170,83538,90884,50492,44250,94596,25862,90368,79744,27101,28618,68721,76790,32491,93134,37808,72170,83538,90884,50492,44250,94596,25862,90368,79744,27101,38,7,25
145,31327,62545,84037,31316,92691,52448,52906,86227,96817,31284,51968,81379,38943,93862,80326,40720,31327,62545,84037,31316,92691,52448,52906,86227,96817,31284,51968,81379,38943,93862,80326,40720,39,7,25
146,36004,97269,99153,36744,74328,42481,38122,83734,89168,38036,47506,81760,31502,91327,86921,32814,36004,97269,99153,36744,74328,42481,38122,83734,89168,38036,47506,81760,31502,91327,86921,32814,39,7,25
147,36751,75445,72139,21869,83371,42012,72181,73287,94042,32348,77619,92729,39012,95173,74792,33982,36751,75445,72139,21869,83371,42012,72181,73287,94042,32348,77619,92729,39012,95173,74792,33982,39,7,25
148,33818,80803,82323,39774,83502,43834,47552,91364,82460,44238,49329,88821,29831,81385,76893,36141,33818,80803,82323,39774,83502,43834,47552,91364,82460,44238,49329,88821,29831,81385,76893,36141,38,7,26
149,28731,78175,98483,37819,79813,44113,54645,74307,85029,42477,46023,89146,32527,79874,75626,33197,28731,78175,98483,37819,79813,44113,54645,74307,85029,42477,46023,89146,32527,79874,75626,33197,38,7,26
150,34747,94139,92311,41185,88769,48320,52820,84120,80304,41433,51977,72857,25810,79043,58777,23228,34747,94139,92311,41185,88769,48320,52820,84120,80304,41433,51977,72857,25810,79043,58777,23228,37,7,26
151,31466,96773,102578,35894,96736,40054,51499,99398,98021,37653,38920,103483,31559,88285,85670,37012,31466,96773,102578,35894,96736,40054,51499,99398,98021,37653,38920,103483,31559,88285,85670,37012,41,7,26
152,28943,93608,93495,33121,89837,49461,40132,96034,83889,48198,38678,92315,30586,72935,69950,29779,28943,93608,93495,33121,89837,49461,40132,96034,83889,48198,38678,92315,30586,72935,69950,29779,38,7,26
153,33412,106437,94654,41878,87646,40904,43393,99109,106379,35799,37200,89061,42336,83834,92421,30458,33412,106437,94654,41878,87646,40904,43393,99109,106379,35799,37200,89061,42336,83834,92421,30458,41,7,26
154,26652,78543,75694,26765,94977,43783,50249,89986,92355,44363,41290,77919,31154,68548,83915,28305,26652,78543,75694,26765,94977,43783,50249,89986,92355,44363,41290,77919,31154,68548,83915,28305,37,7,26
155,25812,91755,93919,25133,86443,43211,50122,89166,86666,42205,42562,87895,27766,80630,65665,20984,25812,91755,93919,25133,86443,43211,50122,89166,86666,42205,42562,87895,27766,80630,65665,20984,37,7,26
156,29355,86267,83441,28048,87724,50839,45183,96700,78858,66239,46269,90296,27865,86531,68430,21664,29355,86267,83441,28048,87724,50839,45183,96700,78858,66239,46269,90296,27865,86531,68430,21664,38,7,26
157,29481,76654,72377,29609,93311,40849,45982,83973,92441,42876,42987,86640,31973,68755,77127,31434,29481,76654,72377,29609,93311,40849,45982,83973,92441,42876,42987,86640,31973,68755,77127,31434,36,7,26
158,39698,112625,105786,38545,88918,64593,58869,82851,67379,43838,39699,86148,17532,83710,87014,39296,39698,112625,105786,38545,88918,64593,58869,82851,67379,43838,39699,86148,17532,83710,87014,39296,41,7,27
159,29529,110854,92122,30151,85256,54308,52040,73508,91721,56170,35610,94018,21058,92455,91242,30080,29529,110854,92122,30151,85256,54308,52040,73508,91721,56170,35610,94018,21058,92455,91242,30080,40,7,27
160,34215,91372,98853,33296,80733,54664,61634,72973,84341,48138,53252,79417,25795,95018,91064,20605,34215,91372,98853,33296,80733,54664,61634,72973,84341,48138,53252,79417,25795,95018,91064,20605,40,7,27
161,39790,87450,104697,41166,66610,62132,63590,90419,83937,43213,58952,94880,28663,96165,94799,41725,39790,87450,104697,41166,66610,62132,63590,90419,83937,43213,58952,94880,28663,96165,94799,41725,42,7,27
162,38784,105242,89137,41040,88732,52391,62010,91794,73437,38469,48250,75049,24551,102537,88459,24652,38784,105242,89137,41040,88732,52391,62010,91794,73437,38469,48250,75049,24551,102537,88459,24652,40,7,27
163,33403,109318,92582,31022,83011,52217,65528,89310,68763,49775,26631,90950,16441,90864,88227,33703,33403,109318,92582,31022,83011,52217,65528,89310,68763,49775,26631,90950,16441,90864,88227,33703,39,7,27
164,33770,103393,83970,41780,109380,65652,73188,107304,126717,73205,64017,92807,50799,111281,102977,31491,33770,103393,83970,41780,109380,65652,73188,107304,126717,73205,64017,92807,50799,111281,102977,31491,49,7,27
165,39016,98547,90014,23965,92785,48625,67680,91652,66593,50763,27633,78822,14014,84054,81586,33609,39016,98547,90014,23965,92785,48625,67680,91652,66593,50763,27633,78822,14014,84054,81586,33609,38,7,27
166,41685,102699,74080,22457,84933,52735,49876,125304,80368,40261,40367,89999,30985,82565,82098,32739,41685,102699,74080,22457,84933,52735,49876,125304,80368,40261,40367,89999,30985,82565,82098,32739,40,7,27
167,40376,103100,77514,26104,85114,55507,49835,124080,92957,40358,44763,89849,34100,78664,80917,32032,40376,103100,77514,26104,85114,55507,49835,124080,92957,40358,44763,89849,34100,78664,80917,32032,41,7,27
168,15011,59797,66190,32531,82205,56061,51820,76862,85281,43224,42182,87857,31128,87259,79155,29980,15011,59797,66190,32531,82205,56061,51820,76862,85281,43224,42182,87857,31128,87259,79155,29980,36,7,28
169,30833,105732,104601,31796,101171,45581,39833,81605,91243,56823,42276,119171,40828,109553,103649,35050,30833,105732,104601,31796,101171,45581,39833,81605,91243,56823,42276,119171,40828,109553,103649,35050,44,7,28
170,25121,74779,89403,32970,81909,48193,42684,76453,86499,61335,47217,102861,30820,92375,71541,26087,25121,74779,89403,32970,81909,48193,42684,76453,86499,61335,47217,102861,30820,92375,71541,26087,38,7,28
171,34018,91791,107145,33860,89814,49917,55364,74515,89042,48847,50259,104616,37363,110985,104269,38477,34018,91791,107145,33860,89814,49917,55364,74515,89042,48847,50259,104616,37363,110985,104269,38477,43,7,28
172,31872,88779,96254,39555,87829,59499,53631,82623,59562,71023,68252,96513,17120,80955,70397,24152,31872,88779,96254,39555,87829,59499,53631,82623,59562,71023,68252,96513,17120,80955,70397,24152,40,7,28
173,19793,56197,92728,26542,93215,47004,49086,85406,112672,49777,42181,98543,35438,104499,103461,39572,19793,56197,92728,26542,93215,47004,49086,85406,112672,49777,42181,98543,35438,104499,103461,39572,41,7,28
174,21139,85397,93965,32506,84985,50664,48669,83613,93422,65009,58753,104258,30088,92187,86484,32985,21139,85397,93965,32506,84985,50664,48669,83613,93422,65009,58753,104258,30088,92187,86484,32985,41,7,28
175,27325,74318,87223,36544,104292,45477,45557,82647,116735,51831,39300,108580,35477,107576,96021,41868,27325,74318,87223,36544,104292,45477,45557,82647,116735,51831,39300,108580,35477,107576,96021,41868,42,7,28
176,25852,82061,67352,36546,82959,57175,42607,66538,85275,52957,25473,73319,15307,103233,72196,25436,25852,82061,67352,36546,82959,57175,42607,66538,85275,52957,25473,73319,15307,103233,72196,25436,35,7,28
177,25960,83619,85687,33731,77072,49774,38475,87703,83792,63765,41752,99669,24630,90413,91484,37821,25960,83619,85687,33731,77072,49774,38475,87703,83792,63765,41752,99669,24630,90413,91484,37821,39,7,28
178,24239,80630,84597,37212,90897,48405,43415,100237,93322,50940,46796,96517,29271,77277,62530,24534,24239,80630,84597,37212,90897,48405,43415,100237,93322,50940,46796,96517,29271,77277,62530,24534,38,7,29
179,31261,80285,80182,19577,75909,60034,52505,92371,65669,52485,50396,82980,13969,89815,93453,33528,31261,80285,80182,19577,75909,60034,52505,92371,65669,52485,50396,82980,13969,89815,93453,33528,38,7,29
180,21241,65223,92286,25409,87933,53404,60465,91429,81091,36951,49417,104364,31659,77855,63630,31990,21241,65223,92286,25409,87933,53404,60465,91429,81091,36951,49417,104364,31659,77855,63630,31990,38,7,29
181,39985,102896,103839,40874,81273,45145,43961,110332,91057,48840,50412,97720,32202,70848,75941,25387,39985,102896,103839,40874,81273,45145,43961,110332,91057,48840,50412,97720,32202,70848,75941,25387,41,7,29
182,26086,91710,86374,28352,61505,56607,43567,101493,82365,48080,37924,90540,30336,78555,65675,25111,26086,91710,86374,28352,61505,56607,43567,101493,82365,48080,37924,90540,30336,78555,65675,25111,37,7,29
183,30529,88465,87917,34801,75581,58399,56599,85519,78929,54912,49024,85804,26968,97537,99061,30787,30529,88465,87917,34801,75581,58399,56599,85519,78929,54912,49024,85804,26968,97537,99061,30787,40,7,29
184,35904,109050,108910,34071,96367,52711,52793,115000,86360,57647,49776,72554,26087,79220,65715,22268,35904,109050,108910,34071,96367,52711,52793,115000,86360,57647,49776,72554,26087,79220,65715,22268,41,7,29
185,32315,102920,112609,44102,122927,81820,68931,92131,97759,48856,37861,83705,25791,59907,65754,19905,32315,102920,112609,44102,122927,81820,68931,92131,97759,48856,37861,83705,25791,59907,65754,19905,42,7,29
186,24857,80424,86233,32438,83739,40812,37560,77996,75006,44702,34799,88071,14352,52224,56451,21560,24857,80424,86233,32438,83739,40812,37560,77996,75006,44702,34799,88071,14352,52224,56451,21560,33,7,29
187,24252,89253,78751,28366,89472,55968,58537,77481,77483,51883,35739,83239,30311,100347,80348,36483,24252,89253,78751,28366,89472,55968,58537,77481,77483,51883,35739,83239,30311,100347,80348,36483,38,7,29
188,36739,101777,91932,41923,76304,56612,55063,80427,74030,39660,47551,84587,32514,78233,74356,32290,36739,101777,91932,41923,76304,56612,55063,80427,74030,39660,47551,84587,32514,78233,74356,32290,39,7,2
189,29531,93964,106002,30208,74925,59452,54480,93240,89586,55098,57641,88572,30231,98621,87772,40472,29531,93964,106002,30208,74925,59452,54480,93240,89586,55098,57641,88572,30231,98621,87772,40472,42,7,2
190,25098,103420,80629,35411,68367,59456,47185,90497,72622,57920,44289,90419,34303,86139,97264,27567,25098,103420,80629,35411,68367,59456,47185,90497,72622,57920,44289,90419,34303,86139,97264,27567,39,7,2
191,38840,114412,101634,30849,105778,67270,60381,83381,97194,44264,50873,90930,28400,78075,82968,24484,38840,114412,101634,30849,105778,67270,60381,83381,97194,44264,50873,90930,28400,78075,82968,24484,42,7,2
192,38310,96788,87356,30249,102479,61181,52493,103204,82385,46715,43767,91274,36699,89734,83264,31380,38310,96788,87356,30249,102479,61181,52493,103204,82385,46715,43767,91274,36699,89734,83264,31380,42,7,2
193,22872,89795,86279,26451,72540,54010,54434,92333,88147,46480,56166,76887,33777,97892,79969,37704,22872,89795,86279,26451,72540,54010,54434,92333,88147,46480,56166,76887,33777,97892,79969,37704,39,7,2
194,27376,102333,102337,33333,92681,46219,38608,103934,92895,37650,34392,77940,44499,97660,86798,35084,27376,102333,102337,33333,92681,46219,38608,103934,92895,37650,34392,77940,44499,97660,86798,35084,41,7,2
195,38502,107895,107101,37085,87459,57475,44803,107099,92872,42782,38098,74682,37930,89913,78388,32898,38502,107895,107101,37085,87459,57475,44803,107099,92872,42782,38098,74682,37930,89913,78388,32898,41,7,2
196,31471,87217,79840,24886,86768,38239,62833,105323,87046,60555,32451,102170,28175,76170,68511,23969,31471,87217,79840,24886,86768,38239,62833,105323,87046,60555,32451,102170,28175,76170,68511,23969,38,7,30
197,23704,65947,47950,21432,84415,61977,54472,93234,78860,65360,45734,85729,25576,86828,95294,37809,23704,65947,47950,21432,84415,61977,54472,93234,78860,65360,45734,85729,25576,86828,95294,37809,38,7,30
198,32770,73227,82795,35245,96558,45979,67077,109550,91836,62933,68586,91464,21510,85615,70803,22992,32770,73227,82795,35245,96558,45979,67077,109550,91836,62933,68586,91464,21510,85615,70803,22992,41,7,30
199,15620,54582,59080,14244,94846,60484,44747,103774,91373,48317,45614,114251,38665,121217,116430,32937,15620,54582,59080,14244,94846,60484,44747,103774,91373,48317,45614,114251,38665,121217,116430,32937,41,7,30
200,22469,95296,105955,32021,76746,47706,39168,71308,85500,41809,49938,97574,28612,92744,95049,23144,22469,95296,105955,32021,76746,47706,39168,71308,85500,41809,49938,97574,28612,92744,95049,23144,39,7,30
201,26266,87385,99790,34899,73031,45120,48670,88715,112901,51863,61717,82955,33460,76891,59097,20422,26266,87385,99790,34899,73031,45120,48670,88715,112901,51863,61717,82955,33460,76891,59097,20422,39,7,30
202,40342,104414,79277,20039,80305,49225,50790,91283,93567,36221,42240,90908,38797,97121,91178,38598,40342,104414,79277,20039,80305,49225,50790,91283,93567,36221,42240,90908,38797,97121,91178,38598,40,7,30
203,35632,97574,82359,22866,75852,48725,53084,81271,94980,50199,55256,84081,27009,89682,82732,21217,35632,97574,82359,22866,75852,48725,53084,81271,94980,50199,55256,84081,27009,89682,82732,21217,39,7,30
204,32098,81016,79906,34834,75105,40728,59261,81613,64705,38851,53375,89401,26308,83956,78916,27141,32098,81016,79906,34834,75105,40728,59261,81613,64705,38851,53375,89401,26308,83956,78916,27141,37,7,30
205,18852,46381,57646,27457,71511,47837,40358,77724,87431,46991,43859,91743,32658,85781,93968,31984,18852,46381,57646,27457,71511,47837,40358,77724,87431,46991,43859,91743,32658,85781,93968,31984,35,7,30
206,20651,106553,113181,40033,106930,61669,37077,119407,72402,37608,33878,102309,14767,84044,78896,36933,20651,106553,113181,40033,106930,61669,37077,119407,72402,37608,33878,102309,14767,84044,78896,36933,41,7,31
207,35580,101002,113725,43716,92021,51897,42201,113699,83542,24987,47136,94757,29030,87618,78276,37123,35580,101002,113725,43716,92021,51897,42201,113699,83542,24987,47136,94757,29030,87618,78276,37123,42,7,31
208,36465,104748,101706,46598,104747,69380,42769,101852,81783,26841,32361,103524,34345,84038,75808,41173,36465,104748,101706,46598,104747,69380,42769,101852,81783,26841,32361,103524,34345,84038,75808,41173,42,7,31
209,43059,95656,74486,32206,100939,69124,73150,99337,71452,28298,68265,121034,36256,73052,94625,51301,43059,95656,74486,32206,100939,69124,73150,99337,71452,28298,68265,121034,36256,73052,94625,51301,44,7,31
210,38229,106436,92863,26352,87393,57718,68618,112382,79623,32635,45923,81788,22704,86412,84521,28256,38229,106436,92863,26352,87393,57718,68618,112382,79623,32635,45923,81788,22704,86412,84521,28256,41,7,31
211,30530,87262,78803,26499,77748,51317,40792,79527,77390,42410,47090,62041,31285,85626,87865,17143,30530,87262,78803,26499,77748,51317,40792,79527,77390,42410,47090,62041,31285,85626,87865,17143,36,7,31
212,24189,100178,83533,30893,76491,54538,50131,91293,82081,43972,40024,69301,25597,90940,89312,25395,24189,100178,83533,30893,76491,54538,50131,91293,82081,43972,40024,69301,25597,90940,89312,25395,38,7,31
213,37934,113263,87062,34499,93902,58983,62963,94735,87030,30963,45952,65204,37731,82539,83877,19419,37934,113263,87062,34499,93902,58983,62963,94735,87030,30963,45952,65204,37731,82539,83877,19419,40,7,31
214,38234,108190,101121,36307,80284,57557,36281,90515,51753,59576,28677,87730,13959,82564,87747,34044,38234,108190,101121,36307,80284,57557,36281,90515,51753,59576,28677,87730,13959,82564,87747,34044,38,7,31
215,23130,107871,102283,38390,90336,46532,50590,68870,83359,42393,52848,64229,26199,82513,71085,20719,23130,107871,102283,38390,90336,46532,50590,68870,83359,42393,52848,64229,26199,82513,71085,20719,37,7,31
216,36834,84177,82495,20535,80783,59119,49396,77277,84551,45225,67286,100151,32569,67261,79720,33642,36834,84177,82495,20535,80783,59119,49396,77277,84551,45225,67286,100151,32569,67261,79720,33642,39,7,32
217,25820,92358,88659,28065,73229,55962,51173,70130,104018,79806,68491,104739,30817,126060,135371,52098,25820,92358,88659,28065,73229,55962,51173,70130,104018,79806,68491,104739,30817,126060,135371,52098,46,7,32
218,24534,70444,62900,24127,66116,51505,64274,94979,77853,63259,45275,74659,29012,73400,75197,26373,24534,70444,62900,24127,66116,51505,64274,94979,77853,63259,45275,74659,29012,73400,75197,26373,36,7,32
219,23516,73047,77640,24394,95914,42569,59854,85249,76362,43042,62551,73804,27782,93929,77136,36216,23516,73047,77640,24394,95914,42569,59854,85249,76362,43042,62551,73804,27782,93929,77136,36216,38,7,32
220,28507,77941,74311,31098,77954,49108,61460,77089,72475,51473,77845,61806,30735,76205,59876,40467,28507,77941,74311,31098,77954,49108,61460,77089,72475,51473,77845,61806,30735,76205,59876,40467,37,7,32
221,40521,97304,89368,29270,107583,51384,38387,80889,92336,44970,72935,85266,26261,94343,69635,21321,40521,97304,89368,29270,107583,51384,38387,80889,92336,44970,72935,85266,26261,94343,69635,21321,40,7,32
222,28572,77723,79846,31774,94226,51731,52500,78366,91874,43028,62002,85871,34823,86852,76681,37206,28572,77723,79846,31774,94226,51731,52500,78366,91874,43028,62002,85871,34823,86852,76681,37206,39,7,32
223,32308,90802,80089,22205,74729,55290,58045,88650,57085,65239,40294,103300,13238,86072,98165,32653,32308,90802,80089,22205,74729,55290,58045,88650,57085,65239,40294,103300,13238,86072,98165,32653,38,7,32
224,14406,82599,95423,32138,96947,79262,50838,86284,91361,54485,50487,61471,16038,71527,64360,31331,14406,82599,95423,32138,96947,79262,50838,86284,91361,54485,50487,61471,16038,71527,64360,31331,38,7,32
225,27029,78913,74333,29848,65439,55414,69258,81963,98628,46832,47449,74134,23127,69873,64713,29905,27029,78913,74333,29848,65439,55414,69258,81963,98628,46832,47449,74134,23127,69873,64713,29905,36,7,32
226,23916,75680,93312,19959,66879,39633,55034,84770,67924,39457,55895,74151,28271,70306,53906,16248,23916,75680,93312,19959,66879,39633,55034,84770,67924,39457,55895,74151,28271,70306,53906,16248,33,7,33
227,24848,85802,101430,26460,74622,45178,57107,68724,65540,46335,60600,63062,26543,87225,66694,15272,24848,85802,101430,26460,74622,45178,57107,68724,65540,46335,60600,63062,26543,87225,66694,15272,35,7,33
228,27856,79909,101844,31044,76034,53719,39151,82937,72195,47304,42188,101638,27286,82582,86562,26367,27856,79909,101844,31044,76034,53719,39151,82937,72195,47304,42188,101638,27286,82582,86562,26367,38,7,33
229,30474,83048,92454,46526,98794,51463,50796,89348,90131,40098,55895,94533,32586,84912,98447,29219,30474,83048,92454,46526,98794,51463,50796,89348,90131,40098,55895,94533,32586,84912,98447,29219,41,7,33
230,29439,83829,85267,41696,63480,43652,46119,88503,78172,42297,37800,88308,21705,91545,103013,37960,29439,83829,85267,41696,63480,43652,46119,88503,78172,42297,37800,88308,21705,91545,103013,37960,38,7,33
231,35496,85331,85518,36958,80925,65907,60972,74254,105557,38730,43531,73423,25655,77606,89235,32891,35496,85331,85518,36958,80925,65907,60972,74254,105557,38730,43531,73423,25655,77606,89235,32891,39,7,33
232,35975,102321,86392,32095,65391,53389,72226,100609,120044,57037,56582,51298,35683,79885,87662,34373,35975,102321,86392,32095,65391,53389,72226,100609,120044,57037,56582,51298,35683,79885,87662,34373,41,7,33
233,30400,91908,102594,36975,100492,54124,58103,85793,84783,53197,53653,86025,25232,89268,80138,28652,30400,91908,102594,36975,100492,54124,58103,85793,84783,53197,53653,86025,25232,89268,80138,28652,41,7,33
234,24955,81857,84890,34856,98342,52138,46614,103689,90838,51623,50308,90733,26707,94889,79032,32178,24955,81857,84890,34856,98342,52138,46614,103689,90838,51623,50308,90733,26707,94889,79032,32178,40,7,33
235,40243,100483,100407,35537,91164,47866,44534,94377,81798,49858,49632,98560,29949,82336,77630,30285,40243,100483,100407,35537,91164,47866,44534,94377,81798,49858,49632,98560,29949,82336,77630,30285,41,7,33
236,24266,79748,95512,39246,96876,53806,45955,86832,85309,63464,63429,85946,26237,75179,75685,29303,24266,79748,95512,39246,96876,53806,45955,86832,85309,63464,63429,85946,26237,75179,75685,29303,40,7,34
237,20769,92569,91612,34736,88900,47817,46435,82220,113004,53168,67377,70797,26538,80993,66319,22283,20769,92569,91612,34736,88900,47817,46435,82220,113004,53168,67377,70797,26538,80993,66319,22283,39,7,34
238,25155,91795,100483,39080,100556,45536,37732,99853,100440,62368,54345,105613,41521,96650,85877,36622,25155,91795,100483,39080,100556,45536,37732,99853,100440,62368,54345,105613,41521,96650,85877,36622,43,7,34
239,27108,99433,87992,37933,90159,63987,43534,98780,96385,71805,52284,106995,29358,85296,74530,33183,27108,99433,87992,37933,90159,63987,43534,98780,96385,71805,52284,106995,29358,85296,74530,33183,42,7,34
240,15706,69243,78456,29012,58311,66195,40021,73552,57125,67943,46532,86240,12749,74370,89339,29865,15706,69243,78456,29012,58311,66195,40021,73552,57125,67943,46532,86240,12749,74370,89339,29865,34,7,34
241,21245,90322,92038,22354,88997,63004,57632,93508,74870,61479,38608,98987,20192,75286,104028,36165,21245,90322,92038,22354,88997,63004,57632,93508,74870,61479,38608,98987,20192,75286,104028,36165,40,7,34
242,32383,77123,80229,26985,97878,50519,58574,80668,103162,64753,61481,65269,25483,88701,86746,18498,32383,77123,80229,26985,97878,50519,58574,80668,103162,64753,61481,65269,25483,88701,86746,18498,39,7,34
243,25007,73100,76838,30175,94328,55389,48978,95720,101350,54094,60971,93551,30569,108973,110832,29800,25007,73100,76838,30175,94328,55389,48978,95720,101350,54094,60971,93551,30569,108973,110832,29800,42,7,34
244,30466,94616,92809,34108,109783,43674,43553,94793,99886,61737,62992,91522,35809,103911,88638,29471,30466,94616,92809,34108,109783,43674,43553,94793,99886,61737,62992,91522,35809,103911,88638,29471,43,7,34
245,35630,85110,88355,35700,89816,58308,56625,89770,101711,59562,67144,89912,25938,84153,95331,29423,35630,85110,88355,35700,89816,58308,56625,89770,101711,59562,67144,89912,25938,84153,95331,29423,42,7,34
246,16531,73277,91687,26433,78160,75302,68127,108191,96171,68700,70903,131101,39548,117755,116819,35507,16531,73277,91687,26433,78160,75302,68127,108191,96171,68700,70903,131101,39548,117755,116819,35507,47,7,35
247,23482,82137,101764,46267,76052,57927,57269,77519,67038,55992,35016,80875,26100,87227,110437,40543,23482,82137,101764,46267,76052,57927,57269,77519,67038,55992,35016,80875,26100,87227,110437,40543,40,7,35
248,37193,88372,105695,39494,86759,74535,64999,113544,88686,59548,59649,102206,21912,89282,108806,45295,37193,88372,105695,39494,86759,74535,64999,113544,88686,59548,59649,102206,21912,89282,108806,45295,46,7,35
249,13235,56144,82582,28737,78878,62449,53964,95168,101139,71015,67300,106632,36566,115190,119209,35240,13235,56144,82582,28737,78878,62449,53964,95168,101139,71015,67300,106632,36566,115190,119209,35240,43,7,35
250,26680,91189,93824,34044,83463,42156,58668,94105,92668,44651,54185,72653,24482,81764,83789,25856,26680,91189,93824,34044,83463,42156,58668,94105,92668,44651,54185,72653,24482,81764,83789,25856,39,7,35
251,32354,75507,72320,19390,84229,53268,35308,83858,71351,37468,46655,68939,24953,89798,77450,35624,32354,75507,72320,19390,84229,53268,35308,83858,71351,37468,46655,68939,24953,89798,77450,35624,35,7,35
