,FEATURE_1,FEATURE_2,FEATURE_3,FEATURE_4,FEATURE_5,FEATURE_6,FEATURE_7,FEATURE_8,FEATURE_9,FEATURE_10,FEATURE_11,FEATURE_12,FEATURE_13,FEATURE_14,FEATURE_15,FEATURE_16,FEATURE_17,FEATURE_18,FEATURE_19,FEATURE_20,FEATURE_21,FEATURE_22,FEATURE_23,FEATURE_24,FEATURE_25,FEATURE_26,FEATURE_27,FEATURE_28,FEATURE_29,FEATURE_30,FEATURE_31,FEATURE_32,MEAN,VARIANCE,PERSON
252,32992,81124,83008,23126,102767,49637,48611,92262,87856,42731,36330,86110,33198,98583,83177,32380,32992,81124,83008,23126,102767,49637,48611,92262,87856,42731,36330,86110,33198,98583,83177,32380,39,7,35
253,30634,88972,85668,35188,81455,58130,47452,85429,81553,44121,41028,88416,36207,93500,84896,26852,30634,88972,85668,35188,81455,58130,47452,85429,81553,44121,41028,88416,36207,93500,84896,26852,39,7,35
254,34020,88847,64506,27659,93900,59189,55842,73419,73651,51271,42053,79355,27685,86097,96275,30924,34020,88847,64506,27659,93900,59189,55842,73419,73651,51271,42053,79355,27685,86097,96275,30924,38,7,35
255,30972,71064,78587,27881,48741,57048,38206,103570,83817,45474,34842,87558,37534,90934,105305,38057,30972,71064,78587,27881,48741,57048,38206,103570,83817,45474,34842,87558,37534,90934,105305,38057,38,7,35
256,34884,90268,86410,28735,94606,46980,59992,105186,93018,41445,46716,102949,26224,72110,96616,36152,34884,90268,86410,28735,94606,46980,59992,105186,93018,41445,46716,102949,26224,72110,96616,36152,41,7,36
257,35608,92122,81201,16305,88805,46263,60641,104667,89127,50481,46840,98400,28816,75051,82253,34572,35608,92122,81201,16305,88805,46263,60641,104667,89127,50481,46840,98400,28816,75051,82253,34572,40,7,36
258,25977,72216,73605,23112,93574,49849,50160,98538,92208,45309,48885,108717,30075,80963,90350,37591,25977,72216,73605,23112,93574,49849,50160,98538,92208,45309,48885,108717,30075,80963,90350,37591,39,7,36
259,34107,94235,95172,26861,89140,61147,60728,112239,89234,48622,53391,96993,28165,83972,98328,32007,34107,94235,95172,26861,89140,61147,60728,112239,89234,48622,53391,96993,28165,83972,98328,32007,43,7,36
260,33512,86232,85890,28261,86690,53853,62739,110335,90089,50831,52852,101058,30053,82464,93577,37806,33512,86232,85890,28261,86690,53853,62739,110335,90089,50831,52852,101058,30053,82464,93577,37806,42,7,36
261,25450,80834,72752,30635,96479,54294,59446,93417,90586,50252,48751,88281,28491,86505,81583,32462,25450,80834,72752,30635,96479,54294,59446,93417,90586,50252,48751,88281,28491,86505,81583,32462,39,7,36
262,20134,79403,80844,32472,99071,56293,56411,95783,102263,46371,53849,79555,27670,88414,75751,33318,20134,79403,80844,32472,99071,56293,56411,95783,102263,46371,53849,79555,27670,88414,75751,33318,40,7,36
263,15392,49639,67925,21307,70576,38703,41355,83693,87500,47408,48714,77700,28963,82082,81546,35799,15392,49639,67925,21307,70576,38703,41355,83693,87500,47408,48714,77700,28963,82082,81546,35799,34,7,36
264,24219,73408,68365,26942,96323,61585,61734,98545,110957,53874,63512,89765,38307,94197,84258,36732,24219,73408,68365,26942,96323,61585,61734,98545,110957,53874,63512,89765,38307,94197,84258,36732,42,7,36
265,23715,80776,77670,24525,86656,48133,52775,90374,95132,44867,50781,93785,32821,84826,80361,32324,23715,80776,77670,24525,86656,48133,52775,90374,95132,44867,50781,93785,32821,84826,80361,32324,39,7,36
266,34514,92876,96411,24639,79073,48480,46349,93974,79483,44058,41603,102062,27648,83068,81199,33632,34514,92876,96411,24639,79073,48480,46349,93974,79483,44058,41603,102062,27648,83068,81199,33632,39,7,37
267,33232,100454,101851,20136,79920,44885,45201,89125,77212,38510,42646,107288,21863,81736,91881,35124,33232,100454,101851,20136,79920,44885,45201,89125,77212,38510,42646,107288,21863,81736,91881,35124,39,7,37
268,35389,93604,93021,17309,70569,43405,48566,74797,77323,38078,43325,86636,23808,76411,76087,24659,35389,93604,93021,17309,70569,43405,48566,74797,77323,38078,43325,86636,23808,76411,76087,24659,36,7,37
269,35774,99999,103589,19870,80857,45605,51113,74796,79052,43060,49016,96085,28204,85534,78418,24204,35774,99999,103589,19870,80857,45605,51113,74796,79052,43060,49016,96085,28204,85534,78418,24204,38,7,37
270,35641,72670,103523,22618,73468,48684,50108,75822,79681,39495,46504,98505,32599,85231,95836,25189,35641,72670,103523,22618,73468,48684,50108,75822,79681,39495,46504,98505,32599,85231,95836,25189,38,7,37
271,31919,91635,94308,17390,86582,42276,43696,74051,76550,40563,45955,65727,17225,67061,77037,29909,31919,91635,94308,17390,86582,42276,43696,74051,76550,40563,45955,65727,17225,67061,77037,29909,35,7,37
272,31852,73503,84067,21556,73733,59847,54686,84615,80232,29372,45155,80502,32962,76410,89282,26491,31852,73503,84067,21556,73733,59847,54686,84615,80232,29372,45155,80502,32962,76410,89282,26491,36,7,37
273,36516,102668,110315,46392,93459,50034,65961,51851,84750,41906,49250,48426,33523,78485,77493,18056,36516,102668,110315,46392,93459,50034,65961,51851,84750,41906,49250,48426,33523,78485,77493,18056,38,7,37
274,15874,81768,79048,21806,96135,45648,37438,81820,87707,46095,45546,90236,29154,87844,86728,26313,15874,81768,79048,21806,96135,45648,37438,81820,87707,46095,45546,90236,29154,87844,86728,26313,37,7,37
275,27401,63722,76989,16230,72520,44736,58644,45537,53500,46448,54151,58298,31403,66130,73030,20121,27401,63722,76989,16230,72520,44736,58644,45537,53500,46448,54151,58298,31403,66130,73030,20121,31,6,37
276,23498,90228,81116,31063,90662,46774,52784,95209,84392,42977,40282,95491,36986,100146,96874,38395,23498,90228,81116,31063,90662,46774,52784,95209,84392,42977,40282,95491,36986,100146,96874,38395,40,7,38
277,26027,79412,75438,30412,88693,47145,46501,85382,76772,35035,35673,89971,24013,78025,77069,27348,26027,79412,75438,30412,88693,47145,46501,85382,76772,35035,35673,89971,24013,78025,77069,27348,36,7,38
278,25489,92151,83602,24277,79483,49343,59423,103562,70096,33332,38278,90455,23898,69795,79966,30687,25489,92151,83602,24277,79483,49343,59423,103562,70096,33332,38278,90455,23898,69795,79966,30687,37,7,38
279,26908,90459,83951,29425,88225,48898,64811,97081,82078,39281,46496,93425,22538,85577,91713,26889,26908,90459,83951,29425,88225,48898,64811,97081,82078,39281,46496,93425,22538,85577,91713,26889,39,7,38
280,21892,75392,88347,27050,92188,44920,35768,85741,83815,32036,32050,90449,25291,73647,67284,32022,21892,75392,88347,27050,92188,44920,35768,85741,83815,32036,32050,90449,25291,73647,67284,32022,35,7,38
281,38901,90033,87859,31998,111070,39357,49565,99456,103342,43897,38348,94664,13902,80837,79727,25496,38901,90033,87859,31998,111070,39357,49565,99456,103342,43897,38348,94664,13902,80837,79727,25496,40,7,38
282,27143,92527,90419,27791,102895,45397,47413,109826,104491,43752,41290,95846,41509,99043,96281,40637,27143,92527,90419,27791,102895,45397,47413,109826,104491,43752,41290,95846,41509,99043,96281,40637,43,7,38
283,23479,77252,81290,19327,90697,49702,45477,107137,92449,48280,41117,96079,24587,79321,85945,28340,23479,77252,81290,19327,90697,49702,45477,107137,92449,48280,41117,96079,24587,79321,85945,28340,38,7,38
284,24402,83118,77681,27001,85619,58016,52952,95915,95337,50139,45438,94831,30705,82789,93782,26642,24402,83118,77681,27001,85619,58016,52952,95915,95337,50139,45438,94831,30705,82789,93782,26642,40,7,38
285,22747,77177,70004,20055,102836,49307,51068,94862,90825,42277,40399,92589,19973,74984,70291,23179,22747,77177,70004,20055,102836,49307,51068,94862,90825,42277,40399,92589,19973,74984,70291,23179,36,7,38
286,31837,89431,111872,35691,109073,44955,39537,86947,90352,54511,57813,111698,27644,79068,103573,38265,31837,89431,111872,35691,109073,44955,39537,86947,90352,54511,57813,111698,27644,79068,103573,38265,43,7,39
287,25544,76011,85035,39108,81307,37851,40486,84938,78846,43379,38734,105044,24196,53028,80669,33799,25544,76011,85035,39108,81307,37851,40486,84938,78846,43379,38734,105044,24196,53028,80669,33799,36,7,39
288,34035,108532,107598,38748,93064,57346,58540,87728,92798,43626,47422,109859,25430,76988,100288,35717,34035,108532,107598,38748,93064,57346,58540,87728,92798,43626,47422,109859,25430,76988,100288,35717,43,7,39
289,39920,114573,113960,40216,99596,44836,55620,81082,89339,41938,44114,104054,26059,76717,94961,33614,39920,114573,113960,40216,99596,44836,55620,81082,89339,41938,44114,104054,26059,76717,94961,33614,42,7,39
290,37502,108725,108470,34641,92638,51085,51064,84357,89115,47468,48914,106218,27630,77764,98768,35770,37502,108725,108470,34641,92638,51085,51064,84357,89115,47468,48914,106218,27630,77764,98768,35770,42,7,39
291,28901,101019,103184,33583,117359,61971,56037,106070,83589,54103,40625,89707,28380,90087,78774,30335,28901,101019,103184,33583,117359,61971,56037,106070,83589,54103,40625,89707,28380,90087,78774,30335,43,7,39
292,33888,96545,94343,35761,80347,56331,46908,97117,83877,52037,39754,74244,24500,79764,78438,29381,33888,96545,94343,35761,80347,56331,46908,97117,83877,52037,39754,74244,24500,79764,78438,29381,39,7,39
293,35444,106915,94627,35011,90626,47255,39282,92973,87688,53620,43727,90599,25218,89579,87256,30913,35444,106915,94627,35011,90626,47255,39282,92973,87688,53620,43727,90599,25218,89579,87256,30913,41,7,39
294,41024,114698,98004,34065,79865,40711,44029,93026,74606,57023,39789,85977,22534,84963,75552,27030,41024,114698,98004,34065,79865,40711,44029,93026,74606,57023,39789,85977,22534,84963,75552,27030,39,7,39
295,37350,116009,107352,40837,98340,49069,40475,82206,88931,54531,42802,84494,24608,91064,78900,30352,37350,116009,107352,40837,98340,49069,40475,82206,88931,54531,42802,84494,24608,91064,78900,30352,41,7,39
296,28899,91530,87442,39025,87125,50147,56122,95955,78708,33557,46077,93007,27989,77451,85268,32606,28899,91530,87442,39025,87125,50147,56122,95955,78708,33557,46077,93007,27989,77451,85268,32606,39,7,3
297,24006,84664,78899,32550,89809,44030,52355,103451,81829,39415,49347,86896,32278,86929,87570,33573,24006,84664,78899,32550,89809,44030,52355,103451,81829,39415,49347,86896,32278,86929,87570,33573,39,7,3
298,18908,82659,91803,31107,87673,45939,52543,105079,85147,34709,44020,107329,37046,95676,94017,35606,18908,82659,91803,31107,87673,45939,52543,105079,85147,34709,44020,107329,37046,95676,94017,35606,40,7,3
299,32154,91277,100999,40785,91627,51533,43607,110806,72515,30144,46525,107393,29924,93125,104676,39079,32154,91277,100999,40785,91627,51533,43607,110806,72515,30144,46525,107393,29924,93125,104676,39079,42,7,3
300,24411,83980,95499,34265,84702,47838,41073,95984,87745,53716,42401,104750,31593,80764,80899,30811,24411,83980,95499,34265,84702,47838,41073,95984,87745,53716,42401,104750,31593,80764,80899,30811,39,7,3
301,30940,104501,75255,28350,85006,49822,46575,85273,97887,39695,45538,90386,27361,83951,81888,28069,30940,104501,75255,28350,85006,49822,46575,85273,97887,39695,45538,90386,27361,83951,81888,28069,39,7,3
302,34366,83864,69371,35915,95654,42689,49410,87471,102720,37337,48491,92516,38479,101938,93242,37360,34366,83864,69371,35915,95654,42689,49410,87471,102720,37337,48491,92516,38479,101938,93242,37360,41,7,3
303,33072,79435,85581,39506,90169,37715,49795,104119,98975,41577,42177,90655,37210,92425,93156,34345,33072,79435,85581,39506,90169,37715,49795,104119,98975,41577,42177,90655,37210,92425,93156,34345,41,7,3
304,38492,107737,104380,38420,77822,52415,64530,89001,86760,50807,60307,82189,25997,89747,84783,25675,38492,107737,104380,38420,77822,52415,64530,89001,86760,50807,60307,82189,25997,89747,84783,25675,42,7,40
305,39633,116972,106869,42513,73901,50151,65481,82445,87582,49383,66109,90969,24489,93200,78737,23315,39633,116972,106869,42513,73901,50151,65481,82445,87582,49383,66109,90969,24489,93200,78737,23315,42,7,40
306,38329,105596,109123,37317,79351,52423,60358,91666,92973,54179,68973,85337,22682,90903,84866,23549,38329,105596,109123,37317,79351,52423,60358,91666,92973,54179,68973,85337,22682,90903,84866,23549,42,7,40
307,36841,112342,107470,33434,79333,48401,49670,100189,93642,46193,54585,105886,24774,95456,90588,42220,36841,112342,107470,33434,79333,48401,49670,100189,93642,46193,54585,105886,24774,95456,90588,42220,43,7,40
308,36725,89363,62606,20431,89879,60634,39647,64475,88418,60809,27749,76330,30032,85786,85369,29858,36725,89363,62606,20431,89879,60634,39647,64475,88418,60809,27749,76330,30032,85786,85369,29858,37,7,40
309,35598,103942,104804,30129,106704,60697,55119,90165,101466,49812,62238,99857,28741,97660,75938,24653,35598,103942,104804,30129,106704,60697,55119,90165,101466,49812,62238,99857,28741,97660,75938,24653,44,7,40
310,40469,113139,108549,31927,105187,64180,56500,90792,100318,52000,55045,99821,28792,95367,85125,35375,40469,113139,108549,31927,105187,64180,56500,90792,100318,52000,55045,99821,28792,95367,85125,35375,45,7,40
311,39584,112759,103758,38877,103785,62078,53050,91392,109836,53535,52346,94859,30138,98344,83820,33478,39584,112759,103758,38877,103785,62078,53050,91392,109836,53535,52346,94859,30138,98344,83820,33478,45,7,40
312,24429,79841,78186,37155,99652,43909,53285,113743,99332,39853,41861,102690,27175,105628,106777,38590,24429,79841,78186,37155,99652,43909,53285,113743,99332,39853,41861,102690,27175,105628,106777,38590,42,7,41
313,38996,102341,98715,26050,81200,49982,55620,103265,82055,39664,51073,92676,25157,92655,94520,34186,38996,102341,98715,26050,81200,49982,55620,103265,82055,39664,51073,92676,25157,92655,94520,34186,41,7,41
314,27594,85987,86415,26252,95410,60314,71251,114809,84306,56185,64119,94550,28523,95434,94380,30553,27594,85987,86415,26252,95410,60314,71251,114809,84306,56185,64119,94550,28523,95434,94380,30553,43,7,41
315,28561,89282,87503,25291,94318,47778,62873,102833,82492,48746,50851,91395,22479,94320,91162,31043,28561,89282,87503,25291,94318,47778,62873,102833,82492,48746,50851,91395,22479,94320,91162,31043,41,7,41
316,38449,97525,92584,36349,94405,44693,50846,100259,104384,38460,51706,99206,32801,80547,83363,32351,38449,97525,92584,36349,94405,44693,50846,100259,104384,38460,51706,99206,32801,80547,83363,32351,42,7,41
317,24565,86977,91217,25395,81553,54120,52106,99382,90088,40515,43065,95447,28777,75420,77301,25894,24565,86977,91217,25395,81553,54120,52106,99382,90088,40515,43065,95447,28777,75420,77301,25894,38,7,41
318,25534,88934,85195,20153,86882,54116,48518,98237,87489,41869,42822,89118,26354,72414,81326,21074,25534,88934,85195,20153,86882,54116,48518,98237,87489,41869,42822,89118,26354,72414,81326,21074,37,7,41
319,34057,77394,85708,35589,78465,52822,43678,89941,83644,46556,46307,83555,22934,90941,83896,43538,34057,77394,85708,35589,78465,52822,43678,89941,83644,46556,46307,83555,22934,90941,83896,43538,39,7,41
320,26504,80283,101913,37044,73780,40035,56073,100642,81743,37380,50441,76780,33171,93795,82906,31503,26504,80283,101913,37044,73780,40035,56073,100642,81743,37380,50441,76780,33171,93795,82906,31503,39,7,42
321,38725,90113,68420,29934,95397,58720,40312,99528,81661,50771,49240,97071,34219,99708,100221,39059,38725,90113,68420,29934,95397,58720,40312,99528,81661,50771,49240,97071,34219,99708,100221,39059,41,7,42
322,37776,95448,104207,36776,85002,49153,37920,91267,83330,27953,53692,101621,26324,84420,79428,34348,37776,95448,104207,36776,85002,49153,37920,91267,83330,27953,53692,101621,26324,84420,79428,34348,40,7,42
323,38446,94044,93263,25156,95380,52477,49434,92980,86797,62770,66535,87087,37778,105406,115087,44848,38446,94044,93263,25156,95380,52477,49434,92980,86797,62770,66535,87087,37778,105406,115087,44848,44,7,42
324,37860,91061,96288,42343,95768,47217,58240,94052,78422,45565,48523,104952,28089,93794,91009,31538,37860,91061,96288,42343,95768,47217,58240,94052,78422,45565,48523,104952,28089,93794,91009,31538,42,7,42
325,37237,93016,97343,32429,85094,51280,58247,106987,87792,22785,53730,72962,33687,95417,81981,22189,37237,93016,97343,32429,85094,51280,58247,106987,87792,22785,53730,72962,33687,95417,81981,22189,40,7,42
326,21804,90049,95060,22873,101486,70561,76635,100253,91492,32172,51644,68651,35460,90541,85136,17417,21804,90049,95060,22873,101486,70561,76635,100253,91492,32172,51644,68651,35460,90541,85136,17417,41,7,42
327,36962,108484,93741,23154,73309,65282,66523,90359,45994,63854,32102,88936,18861,77019,102908,33600,36962,108484,93741,23154,73309,65282,66523,90359,45994,63854,32102,88936,18861,77019,102908,33600,39,7,42
328,21794,76163,86848,31940,88212,35728,43456,95714,103134,37148,44679,95010,29244,98751,94171,31319,21794,76163,86848,31940,88212,35728,43456,95714,103134,37148,44679,95010,29244,98751,94171,31319,39,7,43
329,16328,73507,99219,36039,66685,37709,44044,69676,74814,43972,46304,74878,20873,75918,61390,19851,16328,73507,99219,36039,66685,37709,44044,69676,74814,43972,46304,74878,20873,75918,61390,19851,33,7,43
330,23407,61067,65954,25921,67600,42675,38607,75014,62849,47357,41307,77524,23799,79950,74345,26288,23407,61067,65954,25921,67600,42675,38607,75014,62849,47357,41307,77524,23799,79950,74345,26288,32,6,43
331,22425,61914,86022,24880,76193,38959,51212,75738,54137,42875,47561,79401,19126,73539,76227,32056,22425,61914,86022,24880,76193,38959,51212,75738,54137,42875,47561,79401,19126,73539,76227,32056,33,7,43
332,28819,94609,93770,24276,79518,49633,40369,90408,80613,45789,45605,82937,30114,87743,90892,31434,28819,94609,93770,24276,79518,49633,40369,90408,80613,45789,45605,82937,30114,87743,90892,31434,38,7,43
333,28007,100716,96364,20516,68981,39143,32351,85582,73712,40289,40618,79744,24804,80985,77939,28950,28007,100716,96364,20516,68981,39143,32351,85582,73712,40289,40618,79744,24804,80985,77939,28950,35,7,43
334,26037,85268,77519,21955,73362,55830,48934,82370,78369,51700,49388,77764,29873,84324,87475,26812,26037,85268,77519,21955,73362,55830,48934,82370,78369,51700,49388,77764,29873,84324,87475,26812,37,7,43
335,21518,91373,62306,14416,81806,50703,49904,59510,83192,55736,50372,64169,28821,77402,77179,15686,21518,91373,62306,14416,81806,50703,49904,59510,83192,55736,50372,64169,28821,77402,77179,15686,34,7,43
336,25511,91692,111423,28186,92541,53548,56536,84013,95575,53901,54938,98268,28442,90480,85429,29572,25511,91692,111423,28186,92541,53548,56536,84013,95575,53901,54938,98268,28442,90480,85429,29572,42,7,44
337,20047,75552,88181,21538,94100,43727,52328,76552,95819,36045,50059,89658,31302,86392,91479,31776,20047,75552,88181,21538,94100,43727,52328,76552,95819,36045,50059,89658,31302,86392,91479,31776,38,7,44
338,27171,84589,91357,30023,99366,50532,32041,79953,99889,50414,53573,83274,36582,103178,91579,34095,27171,84589,91357,30023,99366,50532,32041,79953,99889,50414,53573,83274,36582,103178,91579,34095,40,7,44
339,29704,76473,84610,16546,98367,45970,36479,94910,95619,48894,52078,81250,25983,79941,83973,27743,29704,76473,84610,16546,98367,45970,36479,94910,95619,48894,52078,81250,25983,79941,83973,27743,38,7,44
340,18089,67013,83322,24949,100421,50458,30348,76776,108884,46825,37508,105794,35375,103115,97446,37605,18089,67013,83322,24949,100421,50458,30348,76776,108884,46825,37508,105794,35375,103115,97446,37605,39,7,44
341,16066,83714,94703,35667,89757,58922,40997,101074,73063,52174,42291,106265,28105,75038,74007,38810,16066,83714,94703,35667,89757,58922,40997,101074,73063,52174,42291,106265,28105,75038,74007,38810,39,7,44
342,22788,85410,94381,34137,103325,53187,33453,80917,109085,66857,47997,106811,33392,86026,105007,41964,22788,85410,94381,34137,103325,53187,33453,80917,109085,66857,47997,106811,33392,86026,105007,41964,43,7,44
343,27482,80623,84461,26937,104884,48152,38872,77976,106001,46011,38915,112868,35721,115833,110108,39407,27482,80623,84461,26937,104884,48152,38872,77976,106001,46011,38915,112868,35721,115833,110108,39407,42,7,44
344,20833,68006,75615,28584,59451,46255,44127,92482,57133,22918,51510,88180,29692,81839,64833,25048,20833,68006,75615,28584,59451,46255,44127,92482,57133,22918,51510,88180,29692,81839,64833,25048,33,7,45
345,32010,61300,85334,26581,78134,51995,35531,90930,87890,33145,35258,79321,35571,77982,80750,34939,32010,61300,85334,26581,78134,51995,35531,90930,87890,33145,35258,79321,35571,77982,80750,34939,36,7,45
346,27967,77529,100851,29766,72937,43102,41987,98411,91878,44618,38980,104386,33274,78941,83045,28560,27967,77529,100851,29766,72937,43102,41987,98411,91878,44618,38980,104386,33274,78941,83045,28560,38,7,45
347,23674,97275,100592,38660,76065,39597,50293,91988,76335,41947,49679,88106,22583,75631,77552,30958,23674,97275,100592,38660,76065,39597,50293,91988,76335,41947,49679,88106,22583,75631,77552,30958,38,7,45
348,29172,58176,71063,27420,82711,42042,42237,77478,80110,38648,60803,62821,23503,74542,57166,14422,29172,58176,71063,27420,82711,42042,42237,77478,80110,38648,60803,62821,23503,74542,57166,14422,32,6,45
349,28707,73912,81401,34288,98758,44913,42000,74667,103425,39477,53099,95780,40076,84190,91911,41414,28707,73912,81401,34288,98758,44913,42000,74667,103425,39477,53099,95780,40076,84190,91911,41414,40,7,45
350,31280,85612,98296,32343,94645,56427,42481,78275,64736,48746,39973,93628,18591,74657,71246,31322,31280,85612,98296,32343,94645,56427,42481,78275,64736,48746,39973,93628,18591,74657,71246,31322,37,7,45
351,23114,73723,84460,27304,70429,37351,43717,101055,94712,34709,58863,91856,22738,77275,78879,33965,23114,73723,84460,27304,70429,37351,43717,101055,94712,34709,58863,91856,22738,77275,78879,33965,37,7,45
352,34016,108529,76251,29331,96441,44882,39888,72889,112440,51981,42030,97589,40170,98243,93910,28847,34016,108529,76251,29331,96441,44882,39888,72889,112440,51981,42030,97589,40170,98243,93910,28847,41,7,4
353,26779,93368,98870,35968,90509,47443,32708,112717,87637,49659,43950,103192,22805,83705,81512,36405,26779,93368,98870,35968,90509,47443,32708,112717,87637,49659,43950,103192,22805,83705,81512,36405,40,7,4
354,21987,101057,108941,40297,78130,52262,47995,100393,85292,48025,46453,110669,22184,84572,88786,34834,21987,101057,108941,40297,78130,52262,47995,100393,85292,48025,46453,110669,22184,84572,88786,34834,41,7,4
355,33456,113734,90495,29545,76918,49761,45343,107618,84146,39586,39223,108718,22617,73411,87644,38273,33456,113734,90495,29545,76918,49761,45343,107618,84146,39586,39223,108718,22617,73411,87644,38273,40,7,4
356,27172,94022,93029,35275,92641,54379,42999,90775,98920,50609,40410,97325,25794,79842,82636,29128,27172,94022,93029,35275,92641,54379,42999,90775,98920,50609,40410,97325,25794,79842,82636,29128,40,7,4
357,29379,76170,80659,31676,95964,54382,61261,80461,98063,42396,46980,78911,29832,78924,68715,19330,29379,76170,80659,31676,95964,54382,61261,80461,98063,42396,46980,78911,29832,78924,68715,19330,38,7,4
358,37047,106997,91286,35889,81728,52354,43204,79764,90245,41926,41036,79916,21835,79619,70962,15987,37047,106997,91286,35889,81728,52354,43204,79764,90245,41926,41036,79916,21835,79619,70962,15987,37,7,4
359,32588,105407,91032,36043,95024,40959,41163,94988,93853,50191,44409,98006,22095,73906,82003,30695,32588,105407,91032,36043,95024,40959,41163,94988,93853,50191,44409,98006,22095,73906,82003,30695,40,7,4
360,36968,100063,100261,26775,85687,47112,53529,64880,68518,63527,59126,95459,26407,108856,99378,41699,36968,100063,100261,26775,85687,47112,53529,64880,68518,63527,59126,95459,26407,108856,99378,41699,42,7,5
361,33013,108137,106383,38799,85008,52535,62451,102106,79210,34800,48769,77776,24858,78099,77523,22598,33013,108137,106383,38799,85008,52535,62451,102106,79210,34800,48769,77776,24858,78099,77523,22598,40,7,5
362,35721,95830,106292,43600,78432,52063,66572,86878,80032,39386,63862,70933,36581,72129,76348,21549,35721,95830,106292,43600,78432,52063,66572,86878,80032,39386,63862,70933,36581,72129,76348,21549,40,7,5
363,34420,103904,105713,31709,92476,57232,61895,109344,49428,61954,51509,78541,23057,77850,64724,26548,34420,103904,105713,31709,92476,57232,61895,109344,49428,61954,51509,78541,23057,77850,64724,26548,40,7,5
364,13775,56715,90341,34221,107526,63345,47388,91058,104776,61456,62920,90098,34905,95382,95470,41098,13775,56715,90341,34221,107526,63345,47388,91058,104776,61456,62920,90098,34905,95382,95470,41098,42,7,5
365,28345,79813,96562,34445,75192,46792,62090,84532,78340,41217,56912,72923,27220,84218,86961,21500,28345,79813,96562,34445,75192,46792,62090,84532,78340,41217,56912,72923,27220,84218,86961,21500,38,7,5
366,31908,78017,93623,34924,70094,56720,48758,80966,58837,38318,57568,61892,27559,73822,68443,19385,31908,78017,93623,34924,70094,56720,48758,80966,58837,38318,57568,61892,27559,73822,68443,19385,35,7,5
367,27120,78858,75620,37851,89100,60376,57291,77489,85808,39873,42237,74657,38290,74898,74941,19251,27120,78858,75620,37851,89100,60376,57291,77489,85808,39873,42237,74657,38290,74898,74941,19251,37,7,5
368,26917,83332,88860,43008,76086,49007,49450,99504,75798,36329,39168,89170,33502,83165,80319,17753,26917,83332,88860,43008,76086,49007,49450,99504,75798,36329,39168,89170,33502,83165,80319,17753,37,7,6
369,37522,103894,90003,30428,87381,49326,41098,91986,80616,41601,47335,103405,28267,79486,68313,31980,37522,103894,90003,30428,87381,49326,41098,91986,80616,41601,47335,103405,28267,79486,68313,31980,39,7,6
370,17549,82113,78666,20275,84996,63489,52983,101739,78988,34920,36098,97603,34256,87432,88557,30708,17549,82113,78666,20275,84996,63489,52983,101739,78988,34920,36098,97603,34256,87432,88557,30708,38,7,6
371,24448,94207,99375,32131,87961,55088,30997,84655,80624,40199,39206,100804,35272,94463,96736,38463,24448,94207,99375,32131,87961,55088,30997,84655,80624,40199,39206,100804,35272,94463,96736,38463,40,7,6
372,23640,76194,86663,37013,100070,48313,46547,80423,78587,36923,36175,84318,29799,88948,83494,29670,23640,76194,86663,37013,100070,48313,46547,80423,78587,36923,36175,84318,29799,88948,83494,29670,37,7,6
373,17970,68760,68400,23732,95854,49798,51555,84755,85826,35873,54834,92356,36037,90576,83588,36561,17970,68760,68400,23732,95854,49798,51555,84755,85826,35873,54834,92356,36037,90576,83588,36561,38,7,6
374,28636,82663,86265,39536,96356,51945,61353,91344,69325,66753,55019,61814,22713,88752,92470,20247,28636,82663,86265,39536,96356,51945,61353,91344,69325,66753,55019,61814,22713,88752,92470,20247,39,7,6
375,18923,78265,76270,30406,99552,60778,54561,89743,76280,39355,36429,93452,30118,87809,83828,30313,18923,78265,76270,30406,99552,60778,54561,89743,76280,39355,36429,93452,30118,87809,83828,30313,38,7,6
376,23391,93302,97014,30367,80135,47334,46859,80174,84096,52939,51614,90538,24251,86338,68271,29829,23391,93302,97014,30367,80135,47334,46859,80174,84096,52939,51614,90538,24251,86338,68271,29829,38,7,7
377,24521,81784,92870,26351,94367,71329,55949,93539,74545,52030,53345,74668,31575,79220,79572,27857,24521,81784,92870,26351,94367,71329,55949,93539,74545,52030,53345,74668,31575,79220,79572,27857,39,7,7
378,25826,69359,81897,26033,81669,44647,34395,72416,86881,49005,40744,83571,35114,81860,68933,27006,25826,69359,81897,26033,81669,44647,34395,72416,86881,49005,40744,83571,35114,81860,68933,27006,35,7,7
379,34927,102178,98421,40830,76523,53203,43297,83165,84382,68369,50730,98702,33584,82257,71641,30921,34927,102178,98421,40830,76523,53203,43297,83165,84382,68369,50730,98702,33584,82257,71641,30921,41,7,7
380,30558,97031,95648,30334,87024,59364,61985,102502,85064,48894,49188,95690,29607,77802,83776,30902,30558,97031,95648,30334,87024,59364,61985,102502,85064,48894,49188,95690,29607,77802,83776,30902,41,7,7
381,26147,80466,74077,31886,79274,54655,53449,86199,85714,38102,43347,86140,21561,66968,75300,27918,26147,80466,74077,31886,79274,54655,53449,86199,85714,38102,43347,86140,21561,66968,75300,27918,36,7,7
382,33597,97491,93609,38429,81812,56789,52474,95151,80505,49754,55489,91983,29960,77508,77242,27836,33597,97491,93609,38429,81812,56789,52474,95151,80505,49754,55489,91983,29960,77508,77242,27836,40,7,7
